----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
 1318.81,  768,     6.63,    -3.48,    -8.15,     0.48,     0.24,     0.88

 1325.42,  768,     9.57,     7.12,   -15.80,      1.1,     0.32,     0.49

  1332.4,  768,    -2.46,    16.10,   -24.54,     1.94,      0.8,      0.9

 1338.69,  768,    -2.76,     9.96,    -21.4,     0.35,      0.5,     0.73

 1345.23,  768,    -7.71,     1.58,   -21.45,     0.43,     0.11,     0.87

 1351.82,  768,    -6.31,    -9.15,     1.15,    -1.64,     0.30,     0.68

 1358.48,  768,    -5.30,    -9.23,    -1.17,    -1.31,     0.18,     0.10

 1365.10,  768,      4.2,   -13.37,     5.30,     0.96,     0.36,     0.75

 1371.63,  768,     8.94,    -5.58,    -4.48,     0.29,     0.38,     0.92

 1378.23,  768,     6.19,     -6.3,    -6.80,     0.87,     0.26,     0.79

 1384.80,  768,     5.50,    13.26,   -23.13,     1.10,      0.0,     0.15

 1391.50,  768,    -1.65,    15.28,   -23.39,     1.89,      0.1,     0.34

 1398.13,  768,    -1.72,     1.76,   -22.31,      0.0,      0.7,     0.87

 1404.65,  768,     -9.4,     3.66,   -11.74,     0.11,     0.13,     0.82

 1411.24,  768,    -7.16,    -7.96,     0.13,    -1.54,     0.31,     0.46

 1417.82,  768,     1.13,   -12.73,     1.18,    -1.39,     0.21,     0.24

 1424.51,  768,     3.83,   -13.91,     2.61,     0.64,     0.35,     0.66

  1431.5,  768,     8.21,      4.6,    -3.39,      0.4,     0.36,     0.92

 1437.56,  768,     4.40,     3.47,    -14.4,     1.40,     0.20,     0.58

 1444.26,  768,     6.97,    12.44,   -21.93,      1.5,     0.22,     0.26

 1450.93,  768,    -6.28,     16.1,   -22.16,     1.81,      0.5,     0.53

 1457.53,  768,    -6.98,     3.52,   -13.72,     0.39,     0.18,     0.92

 1464.11,  768,     -9.5,    -6.44,    -15.9,     0.22,     0.18,     0.76

 1470.63,  768,    -2.94,   -12.90,      5.2,    -1.60,     0.29,     0.25

