----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
 1622.59,  768,   -21.28,     7.19,   -24.34,     0.91,     1.67,     5.39

 1629.22,  768,    -4.18,    -1.32,    -3.15,     0.49,     0.23,     4.47

 1635.78,  768,     4.32,    -15.4,     0.72,    -2.10,     0.89,     5.15

 1642.33,  768,    -3.21,    -17.9,     0.74,    -1.48,      0.4,     6.75

 1648.91,  768,     6.93,     4.30,    -9.59,     0.59,      0.8,     6.42

 1655.50,  768,    14.89,     4.64,    -3.38,     1.65,     0.56,     5.24

 1662.19,  768,      8.3,    -1.62,    -13.5,     0.40,     0.73,     5.99

 1668.71,  768,    -5.91,    14.52,   -32.13,     2.60,     0.72,      5.3

 1675.41,  768,    -3.15,    13.63,     0.74,     0.79,     0.19,     2.99

 1681.93,  768,     3.99,    -7.63,   -26.30,    -1.31,     0.22,     3.73

 1688.61,  768,   -15.62,   -19.39,    -4.84,    -1.46,     0.21,     5.33

 1695.30,  768,    -7.50,   -11.16,     0.39,    -1.82,     0.48,     4.69

 1701.82,  768,    12.83,    -8.77,     7.68,     0.19,      0.5,     4.67

 1708.32,  768,     5.92,    -8.19,    -8.55,     0.77,     0.29,     5.99

 1714.93,  768,    -3.25,    13.13,   -19.38,     1.61,     0.73,     5.11

 1721.62,  768,     4.53,     16.7,    -8.79,      1.5,     0.26,     3.18

 1728.21,  768,      1.7,    11.17,   -23.20,     1.25,     0.31,     3.34

 1734.89,  768,   -14.44,    -8.46,   -13.53,     0.84,     0.87,     3.75

 1741.41,  768,    -1.56,     15.9,   -13.72,      1.3,     0.60,     2.38

  1748.1,  768,     0.37,    -11.5,     4.25,    -1.89,     0.28,     2.80

 1754.61,  768,     1.55,   -13.45,    -2.97,    -2.68,     0.19,     4.87

 1761.23,  768,    -2.34,    -9.67,    -6.84,     0.67,     0.60,     4.48

 1767.75,  768,    12.68,     9.57,     0.14,     0.41,     0.28,      3.1

 1774.26,  768,     3.50,     1.75,   -15.56,     1.33,     0.80,     3.76

  1781.0,  768,    -3.17,     8.82,   -20.51,     0.64,     0.22,     3.37

 1787.61,  768,     0.64,    26.20,   -17.79,     2.20,     0.93,     1.53

 1794.23,  768,    -3.26,    -5.68,    -3.17,    -1.73,      0.5,      2.7

 1800.77,  768,    -7.60,   -12.67,   -17.33,    -1.43,      0.6,     3.52

 1807.51,  768,    -3.15,    -9.25,     3.29,     0.84,      0.4,     3.49

 1813.95,  768,    12.74,    -3.59,     3.32,     0.58,     0.26,      3.8

 1820.55,  768,     4.44,    -5.49,   -11.31,      0.2,     0.38,      4.5

 1827.13,  768,     2.10,     2.30,   -21.38,     0.52,     0.34,     3.47

 1833.75,  768,     2.21,    21.91,    -7.72,     2.77,     0.88,     1.37

 1840.43,  768,    -3.33,     0.87,   -10.75,     0.73,     0.27,     1.34

 1846.96,  768,   -11.32,      6.7,   -20.67,      0.0,     0.13,     2.31

 1853.55,  768,    -6.65,    -7.34,     2.12,     0.71,     0.16,     1.78

 1860.15,  768,     6.15,    -9.51,     4.71,    -1.35,      0.0,     2.11

 1866.77,  768,      3.6,   -11.21,     0.37,    -1.60,     0.16,     3.75

 1873.35,  768,     1.33,     -9.2,   -20.31,     0.17,     0.39,     3.71

 1879.94,  768,     9.33,    14.90,    -2.17,     2.58,     0.44,     1.65

 1886.63,  768,     1.61,    10.27,   -17.46,     0.56,     0.10,     1.86

